,caseorder,customer_id,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internetservice,phone,multiple,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,paymentmethod,tenure,monthlycharge,bandwidth_gb_year,item1,item2,item3,item4,item5,item6,item7,item8,zscoreincome,contract_type_num
7235,7236,A857076,Greenwich,OH,Ashland,44837,41.01645,-82.4822,4408,Rural,America/New_York,"Designer, textile",0.0,70.0,Professional School Degree,Full Time,14142.98,Separated,Female,No,11.40679,11,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),52.07056,192.8309,0.0,3,3,2,4,3,3,3,3,-1.049641972168011,2
7236,7237,U978149,Auburndale,MA,Middlesex,2466,42.34411,-71.24806,8761,Rural,America/New_York,Academic librarian,4.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,22046.5,Never Married,Female,No,38.47851,14,0,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),70.45979,187.3472,6186.05,4,5,4,3,4,5,4,3,-0.7280192552254069,1
7237,7238,Y13248,Boise,ID,Ada,83705,43.56624,-116.2227,27808,Suburban,America/Boise,Comptroller,4.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,17020.84,Divorced,Female,No,10.59673,9,5,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,44.79742,174.014,0.0,4,5,5,4,4,4,4,4,-0.9325314755563187,0
7238,7239,E704237,Harker Heights,TX,Bell,76548,31.05081,-97.64587,30329,Rural,America/Chicago,"Engineer, electronics",1.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,42913.99,Divorced,Female,No,10.55709,10,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),55.98127,159.8928,4894.243,2,3,4,4,3,2,2,5,0.12115412949084886,0
7239,7240,T77622,Minneapolis,MN,Hennepin,55455,44.97347,-93.23321,1108,Rural,America/Chicago,Paramedic,0.0,86.0,Master's Degree,Student,9929.57,Widowed,Female,No,5.886983,15,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,59.49558,160.4987,5042.295,4,4,4,1,5,3,3,3,-1.2211008122535854,2
7240,7241,S11116,Cushman,AR,Independence,72526,35.88362,-91.77898,212,Urban,America/Chicago,Air broker,0.0,27.0,Regular High School Diploma,Full Time,39936.76222636489,Never Married,Male,No,11.72126,15,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Electronic Check,56.68304,196.2753,0.0,2,3,2,4,3,3,3,4,1.1843397656906803e-15,2
7241,7242,T797871,Tullos,LA,LaSalle,71479,31.85466,-92.36356,684,Urban,America/Chicago,Ranger/warden,2.0,18.0,"Some College, 1 or More Years, No Degree",Unemployed,57067.4,Widowed,Male,No,8.145019,9,1,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),69.5381,201.5906,6857.222,4,4,2,3,4,3,3,3,0.6971073981866482,2
7242,7243,S557168,Sabine,WV,Wyoming,25916,37.67556,-81.49809,253,Rural,America/New_York,"Investment banker, corporate",2.0,84.0,Regular High School Diploma,Full Time,43194.01,Never Married,Female,No,11.18755,12,0,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Mailed Check,70.49801,127.234,6282.782,4,3,4,4,3,4,4,4,0.13254915261956485,0
7243,7244,M177063,Augusta,GA,Richmond,30906,33.34496,-81.97238,58114,Suburban,America/New_York,Chief Strategy Officer,0.0,76.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Never Married,Male,No,10.13312,15,1,0,No,Two Year,Yes,Yes,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),49.01677,120.467,4249.06,3,4,4,2,4,4,4,3,1.1843397656906803e-15,2
7244,7245,G30274,Fenwick,MI,Montcalm,48834,43.13224,-85.02952,2060,Suburban,America/Detroit,"Development worker, international aid",2.0,26.0,GED or Alternative Credential,Part Time,18345.28,Divorced,Female,No,11.74679,7,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,68.26818,192.4653,5965.54,3,2,3,5,3,4,3,4,-0.878635238028298,2
7245,7246,N532538,Philadelphia,PA,Philadelphia,19127,40.02809,-75.22698,6082,Suburban,America/New_York,Architect,4.0,42.0,Regular High School Diploma,Retired,44832.24,Divorced,Female,No,11.79988,14,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Credit Card (automatic),0.0,170.8597,5061.553,3,4,3,4,3,4,5,2,0.19921463629985933,0
7246,7247,Y446917,Effie,LA,Avoyelles,71331,31.26464,-92.0817,1045,Rural,America/Chicago,Armed forces training and education officer,0.0,80.0,Bachelor's Degree,Unemployed,22064.33,Married,Female,Yes,7.164929,10,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,63.09122,181.1684,5405.598,4,5,3,4,4,4,3,5,-0.7272936882573867,0
7247,7248,D642766,Belford,NJ,Monmouth,7718,40.42076,-74.08495,7139,Rural,America/New_York,"Pharmacist, community",0.0,58.0,Bachelor's Degree,Full Time,20991.61,Separated,Female,No,7.196281,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),45.19194,171.5721,3921.433,5,5,5,2,4,4,5,5,-0.7709465316637006,0
7248,7249,H313345,Jones,MI,Cass,49061,41.87905,-85.82277,1641,Suburban,America/Detroit,Clinical psychologist,7.0,20.0,"Some College, 1 or More Years, No Degree",Unemployed,47274.12,Never Married,Female,No,9.916946,10,0,0,No,One year,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),53.9154,139.8879,5304.644,3,3,4,4,4,2,3,4,0.29858353522689535,1
7249,7250,K414359,Aurora,UT,Sevier,84620,38.91484,-111.9277,923,Urban,America/Denver,Chief Executive Officer,2.0,77.0,Regular High School Diploma,Full Time,12645.73,Never Married,Female,No,14.52665,16,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),70.09511,197.9207,6576.788,3,3,3,4,3,3,3,4,-1.1105704714875946,2
7250,7251,P362867,Goodland,IN,Newton,47948,40.77706,-87.28169,1488,Suburban,America/Indiana/Indianapolis,Field seismologist,0.0,75.0,Nursery School to 8th Grade,Full Time,12035.92,Married,Male,No,11.62911,21,0,0,No,One year,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,No,No,Electronic Check,69.1503,175.3333,6477.148,2,2,3,3,4,2,3,2,-1.1353858384403914,1
7251,7252,G516698,Oxford,PA,Chester,19363,39.78697,-75.97447,17119,Suburban,America/New_York,Visual merchandiser,0.0,82.0,"9th Grade to 12th Grade, No Diploma",Full Time,94035.57,Divorced,Female,No,42.10028,21,1,0,No,Month-to-month,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,67.19853,232.4624,6427.889,5,5,5,4,3,4,3,4,2.2014754868099544,0
7252,7253,P128869,Nottawa,MI,St. Joseph,49075,41.91758,-85.44912,115,Urban,America/Detroit,Systems analyst,0.0,41.0,Regular High School Diploma,Full Time,15816.63,Separated,Male,No,14.04943,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,60.7425,156.8544,5241.582,5,5,5,3,2,6,6,4,-0.9815351210167533,2
7253,7254,M964781,Gretna,VA,Pittsylvania,24557,36.96662,-79.30432,7532,Rural,America/New_York,Learning disability nurse,2.0,19.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Never Married,Female,No,8.647339,12,0,1,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,59.21096,185.5047,5824.727,4,5,4,4,3,3,4,3,1.1843397656906803e-15,1
7254,7255,G355202,Hakalau,HI,Hawaii,96710,19.85432,-155.2181,246,Suburban,Pacific/Honolulu,"Solicitor, Scotland",4.0,33.0,"Some College, 1 or More Years, No Degree",Full Time,30989.61,Separated,Male,No,5.149048,14,0,1,No,Month-to-month,No,No,None,No,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,66.54966,135.3504,5875.621,3,4,3,4,3,3,3,2,-0.3640918739931746,0
7255,7256,I915810,El Paso,TX,El Paso,79905,31.76655,-106.4248,22447,Suburban,America/Denver,Private music teacher,0.0,53.27574750830565,"Some College, Less than 1 Year",Full Time,8882.07,Divorced,Male,No,15.68107,18,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,57.50632,139.3382,5434.927,3,2,3,4,3,4,3,2,-1.2637273629547132,2
7256,7257,K505061,Harpersfield,NY,Delaware,13786,42.44136,-74.69463,384,Urban,America/New_York,"Administrator, education",0.0,68.0,"Some College, 1 or More Years, No Degree",Full Time,28371.99,Married,Female,No,11.10502,10,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,64.52906,141.4337,5587.309,4,3,4,5,3,4,4,3,-0.47061226697292274,0
7257,7258,F280351,Cleveland,OH,Cuyahoga,44108,41.53999,-81.60837,21939,Suburban,America/New_York,Chief Executive Officer,0.0,41.0,Bachelor's Degree,Part Time,24619.98,Never Married,Male,No,12.01945,8,2,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,0.0,242.4548,5849.698,3,3,3,2,4,3,3,3,-0.6232950779477568,2
7258,7259,C893064,Novinger,MO,Adair,63559,40.22226,-92.74501,1476,Urban,America/Chicago,Administrator,0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,67432.19,Widowed,Male,No,5.595757,8,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Mailed Check,61.82628,204.889,5408.328,5,5,5,3,3,5,5,2,1.1188880630473095,2
7259,7260,O61652,West Henrietta,NY,Monroe,14586,43.04181,-77.68688,11897,Suburban,America/New_York,Community pharmacist,1.0,76.0,Bachelor's Degree,Full Time,10037.48,Divorced,Female,No,5.793063,14,1,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),59.98863,193.8603,5213.695,3,3,2,1,4,1,3,3,-1.2167095653932907,2
7260,7261,Y330377,Robeline,LA,Natchitoches,71469,31.69028,-93.26634,2326,Suburban,America/Chicago,Chief Executive Officer,0.0,22.0,Bachelor's Degree,Full Time,44577.1,Married,Male,No,13.69012,13,1,0,No,Month-to-month,No,Yes,DSL,No,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),70.32865,120.3548,6581.526,4,5,5,3,4,5,5,3,0.18883207005080374,0
7261,7262,Q418090,Beaver Creek,MN,Rock,56116,43.61496,-96.38156,767,Rural,America/Chicago,Land,0.0,63.0,Professional School Degree,Full Time,46229.7,Married,Female,No,8.453489,11,2,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,44.52947,170.076,3930.942,1,4,2,4,3,2,3,3,0.2560823208275902,1
7262,7263,S228451,Atlanta,GA,Cobb,30339,33.8761,-84.46015,23373,Urban,America/New_York,"Scientist, physiological",3.0,62.0,Regular High School Diploma,Full Time,39936.76222636489,Married,Female,No,8.385368,17,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),70.6573,192.794,6199.854,5,4,5,3,3,4,4,4,1.1843397656906803e-15,2
7263,7264,W174988,Silver Spring,MD,Montgomery,20902,39.04373,-77.04224,52484,Suburban,America/New_York,Hospital doctor,0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,73438.15,Widowed,Prefer not to answer,No,8.372182,14,0,0,No,Month-to-month,Yes,No,None,No,No,No,No,No,No,Yes,No,No,Mailed Check,71.83088,105.6686,6038.002,3,3,5,4,3,4,2,2,1.3632922238577585,0
7264,7265,O160849,Dousman,WI,Waukesha,53118,42.97133,-88.49083,7294,Suburban,America/Chicago,"Engineer, land",4.0,21.0,Bachelor's Degree,Full Time,17870.91,Separated,Male,No,17.08521,9,0,1,No,Two Year,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,0.0,208.3988,5146.162,5,5,4,3,2,4,6,4,-0.8979390631892469,2
7265,7266,P574000,Centertown,KY,Ohio,42328,37.41857,-87.04225,1331,Urban,America/Chicago,"Engineer, materials",2.0,19.0,Regular High School Diploma,Part Time,39936.76222636489,Married,Male,No,12.50077,16,0,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),59.3991,212.0646,5709.291,3,2,1,2,3,2,1,3,1.1843397656906803e-15,0
7266,7267,S05848,Randolph,AL,Bibb,36792,32.9216,-86.90595,1103,Suburban,America/Chicago,Maintenance engineer,0.0,59.0,Master's Degree,Student,8897.04,Married,Female,No,14.92575,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Electronic Check,57.41425,202.9697,4996.095,3,2,3,6,2,4,4,3,-1.2631181796955284,0
7267,7268,V511273,Point Comfort,TX,Calhoun,77978,28.66665,-96.57238,757,Urban,America/Chicago,Publishing rights manager,0.0,32.0,Bachelor's Degree,Full Time,39925.59,Married,Male,No,38.60844,13,0,0,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),68.72245,122.276,5864.53,4,4,4,2,3,4,6,4,-0.00045463816094156747,0
7268,7269,B899093,Mountain City,NV,Elko,89831,41.73253,-116.1122,0,Rural,America/Los_Angeles,Illustrator,10.0,53.27574750830565,Bachelor's Degree,Student,73170.66,Divorced,Male,No,3.636272,13,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),48.48324,113.9612,4482.71,3,2,5,3,3,5,4,3,1.352407091593277,2
7269,7270,X310755,Upland,NE,Franklin,68981,40.281,-98.89664,389,Suburban,America/Chicago,Horticultural therapist,3.0,85.0,Regular High School Diploma,Student,28175.21,Married,Male,No,12.76106,13,1,0,Yes,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,70.54943,163.127,6147.295,3,3,4,3,4,3,4,3,-0.4786199544640617,0
7270,7271,C311055,Mayhill,NM,Otero,88339,32.93509,-105.2542,518,Suburban,America/Denver,Pharmacologist,10.0,59.0,Bachelor's Degree,Full Time,89172.4,Never Married,Female,No,8.581358,12,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Bank Transfer(automatic),57.6549,149.9819,0.0,3,3,3,5,5,2,4,3,2.003575570272289,2
7271,7272,K501124,Sanderson,FL,Baker,32087,30.39041,-82.2851,5979,Urban,America/New_York,"Geologist, engineering",1.0,53.27574750830565,Nursery School to 8th Grade,Retired,39936.76222636489,Separated,Male,No,10.94698,15,3,2,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,0.0,169.3041,5597.695,3,3,3,5,2,3,4,3,1.1843397656906803e-15,0
7272,7273,Z960003,Oklahoma City,OK,Oklahoma,73130,35.45863,-97.34557,20604,Urban,America/Chicago,Armed forces technical officer,0.0,30.0,Regular High School Diploma,Part Time,146544.6,Widowed,Male,No,11.31942,9,0,0,No,Month-to-month,No,No,None,No,No,Yes,No,No,Yes,No,Yes,Yes,Credit Card (automatic),67.66242,129.2076,5926.76,2,2,2,4,3,3,2,3,4.338257185675865,0
7273,7274,L412640,Fowler,CA,Fresno,93625,36.62455,-119.6719,7862,Suburban,America/Los_Angeles,Building control surveyor,0.0,27.0,"Some College, 1 or More Years, No Degree",Full Time,26580.0,Separated,Female,No,7.96951,15,1,1,No,Two Year,Yes,Yes,None,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),61.39024,241.7009,5809.539,4,4,3,4,4,4,5,4,-0.5435347992792847,2
7274,7275,P692149,Corinth,KY,Grant,41010,38.49774,-84.60526,3681,Rural,America/New_York,Veterinary surgeon,2.0,53.27574750830565,Bachelor's Degree,Full Time,19274.89,Widowed,Female,No,12.43742,8,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,0.0,150.7131,5665.577,4,5,4,2,4,4,4,3,-0.8408060563602546,0
7275,7276,L245537,Kernersville,NC,Forsyth,27284,36.11845,-80.07738,54413,Rural,America/New_York,Accommodation manager,0.0,53.27574750830565,Bachelor's Degree,Part Time,17228.39,Never Married,Female,No,12.99461,13,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,63.23545,211.6556,6210.366,3,3,2,2,4,3,2,3,-0.9240855179448446,0
7276,7277,V323321,Fertile,IA,Worth,50434,43.25906,-93.45355,356,Urban,America/Chicago,"Engineer, control and instrumentation",1.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,37334.04,Widowed,Female,No,9.035407,7,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,0.0,182.2561,0.0,5,5,5,4,3,4,4,5,-0.10591414887168872,0
7277,7278,I530820,Mathis,TX,San Patricio,78368,28.10546,-97.8103,9725,Urban,America/Chicago,"Designer, jewellery",0.0,47.0,"Some College, 1 or More Years, No Degree",Part Time,54508.92,Widowed,Female,No,14.38009,11,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,0.0,205.3403,6322.626,2,3,2,3,4,2,2,3,0.5929936249763172,2
7278,7279,K234062,Soudan,MN,St. Louis,55782,47.8231,-92.2049,412,Suburban,America/Chicago,Theatre manager,0.0,84.0,"Some College, 1 or More Years, No Degree",Part Time,73795.85,Divorced,Male,No,11.75454,9,0,3,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),67.31311,108.0913,5646.558,5,6,5,2,5,3,3,3,1.377848326183099,0
7279,7280,V283441,Oakdale,LA,Allen,71463,30.80779,-92.61254,10652,Rural,America/Chicago,Occupational hygienist,3.0,78.0,Regular High School Diploma,Full Time,32695.17,Married,Female,No,10.6211,11,2,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Credit Card (automatic),69.88786,161.6164,6442.924,3,2,4,3,4,4,4,3,-0.29468648992270635,2
7280,7281,D664916,Jackson,LA,East Feliciana,70748,30.81406,-91.20544,7114,Suburban,America/Chicago,Historic buildings inspector/conservation officer,0.0,53.27574750830565,Regular High School Diploma,Retired,40929.13,Never Married,Female,Yes,14.97795,5,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,57.06138,242.4378,5641.483,3,3,2,2,4,4,5,5,0.04038302168689601,0
7281,7282,G742125,Fulton,MO,Callaway,65251,38.8471,-91.97837,21734,Suburban,America/Chicago,"Embryologist, clinical",3.0,53.27574750830565,Regular High School Diploma,Full Time,23381.3,Widowed,Male,No,12.2245,13,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Mailed Check,57.07901,128.7963,4991.109,2,2,3,3,3,4,3,4,-0.6737014319548911,0
7282,7283,G311984,San Francisco,CA,San Francisco,94130,37.82048,-122.3695,3064,Rural,America/Los_Angeles,Fitness centre manager,1.0,68.0,Regular High School Diploma,Retired,93688.1,Married,Female,No,12.47266,9,2,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,68.33384,124.2179,5570.802,4,3,4,3,5,3,3,2,2.187335680058526,0
7283,7284,T110507,Carlisle,SC,Union,29031,34.60413,-81.43241,1136,Rural,America/New_York,Sales promotion account executive,1.0,86.0,GED or Alternative Credential,Retired,54539.52,Widowed,Male,No,11.47804,12,2,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,No,No,No,Electronic Check,55.69275,124.7771,4711.063,3,2,3,3,5,4,3,3,0.5942388492736485,0
7284,7285,V645052,Hornick,IA,Woodbury,51026,42.2506,-96.07448,719,Suburban,America/Chicago,Health physicist,0.0,53.27574750830565,Nursery School to 8th Grade,Full Time,39936.76222636489,Separated,Female,No,11.18785,14,2,0,No,Two Year,Yes,No,Fiber Optic,No,No,Yes,No,No,No,No,Yes,No,Mailed Check,65.50792,162.7538,5671.77,3,2,3,3,4,3,3,1,1.1843397656906803e-15,2
7285,7286,I756693,Saint Joseph,MN,Stearns,56374,45.60708,-94.33583,10622,Rural,America/Chicago,Management consultant,2.0,61.0,Bachelor's Degree,Student,61840.28,Never Married,Female,No,10.01763,11,0,1,No,One year,No,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),53.53017,229.6118,4958.501,3,2,3,3,6,2,1,2,0.8913330891750958,1
7286,7287,X701131,Hartsburg,IL,Logan,62643,40.243,-89.45175,561,Urban,America/Chicago,Jewellery designer,2.0,86.0,"Some College, 1 or More Years, No Degree",Student,39936.76222636489,Widowed,Female,No,11.76686,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,46.21777,193.5335,4042.882,4,4,3,4,3,5,5,4,1.1843397656906803e-15,0
7287,7288,D494080,Rowlesburg,WV,Preston,26425,39.32046,-79.69275,1134,Suburban,America/New_York,Freight forwarder,3.0,19.0,Regular High School Diploma,Full Time,39936.76222636489,Never Married,Male,No,9.34797,15,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Credit Card (automatic),65.93142,194.7873,5985.296,3,3,2,3,3,4,6,5,1.1843397656906803e-15,0
7288,7289,L478332,Turners Falls,MA,Franklin,1376,42.59533,-72.55579,5123,Rural,America/New_York,Chief Financial Officer,0.0,53.27574750830565,Regular High School Diploma,Full Time,18081.89,Divorced,Female,No,6.686788,9,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,61.35337,129.8324,5255.179,4,4,3,3,4,3,4,3,-0.8893535265143792,0
7289,7290,C230990,New York,NY,New York,10039,40.83076,-73.93619,27726,Rural,America/New_York,Merchant navy officer,3.0,53.27574750830565,Regular High School Diploma,Part Time,22690.69,Separated,Male,No,3.377567,13,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,66.2968,164.4738,0.0,4,4,3,2,5,3,3,2,-0.7018048421503144,2
7290,7291,Y689543,Gallipolis,OH,Gallia,45631,38.81774,-82.25551,14630,Suburban,America/New_York,Architect,0.0,53.27574750830565,Master's Degree,Full Time,39936.76222636489,Married,Female,Yes,6.969395,17,2,0,No,Month-to-month,No,No,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),57.10479,231.1083,0.0,5,5,4,3,4,4,5,3,1.1843397656906803e-15,0
7291,7292,T538580,Kimberling City,MO,Stone,65686,36.62533,-93.43875,5105,Rural,America/Chicago,Energy engineer,3.0,23.0,"Some College, Less than 1 Year",Part Time,6218.74,Separated,Female,No,12.32011,13,2,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,61.9635,213.3838,5965.232,5,5,4,3,3,4,4,4,-1.3721078605956056,1
7292,7293,B381427,Poplar Bluff,MO,Butler,63901,36.76635,-90.46267,35118,Suburban,America/Chicago,Forensic scientist,1.0,67.0,"Some College, 1 or More Years, No Degree",Full Time,53431.85,Never Married,Female,No,34.51795,13,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,52.53762,214.6119,4654.722,3,4,3,4,2,4,5,3,0.5491637643904808,1
7293,7294,L887292,Bainbridge,PA,Lancaster,17502,40.10004,-76.66636,2750,Rural,America/New_York,Financial adviser,0.0,68.0,Associate's Degree,Full Time,58086.96,Separated,Male,No,8.559811,11,1,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,48.17117,144.097,4760.988,5,5,5,5,2,5,5,3,0.7385969695783826,2
7294,7295,P704448,Trout Creek,NY,Delaware,13847,42.18592,-75.29064,84,Urban,America/New_York,Secretary/administrator,8.0,72.0,Master's Degree,Full Time,39936.76222636489,Divorced,Male,No,10.99598,12,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),69.81825,264.3704,6556.237,3,3,3,2,5,2,3,4,1.1843397656906803e-15,1
7295,7296,F963617,South English,IA,Keokuk,52335,41.46227,-92.0638,707,Rural,America/Chicago,Dealer,1.0,68.0,"Some College, 1 or More Years, No Degree",Student,23743.51,Divorced,Female,No,9.435664,14,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,66.19713,124.1271,5467.676,2,2,3,5,2,3,4,3,-0.6589618014733106,0
